19963;DISAPPOINTING;হতাশাদায়ক;Hatāśādāẏaka;["SATISFACTORY"]
19964;DIGGERS;খননকারী;null;null
19965;DEPILATES;কেশহীন করা;Kēśahīna karā;null
19966;DERANGING;বিশৃঙ্খল করা;Biśr̥ṅkhala karā;null
19967;DERESTRICTING;সীমা ছাড়ান;Sīmā chāṛāna;["RESTRICT"]
19968;DIMPLY;টোল - যুক্ত;Ṭōla - yukta;null
19969;DESPOILED;হরণ করিয়া লত্তয়া;null;null
19970;DESTABILIZING;অপ্রতিষ্ঠিত;Apratiṣṭhita;null
19971;DESTRUCTIBLE;অনিত্য;Anitya;["INDESTRUCTIBLE"]
19972;DETESTATION;জঘন্যতা;Jaghan'yatā;["ADORATION"]
19973;DEVASTATION;বিধ্বংস;Bidhbansa;["PRESERVATION"]
19974;DEWING;শিশিরসিক্ত করা;Śiśirasikta karā;null
19975;DICER;আমোদপ্রমোদকরি;Āmōdapramōdakari;null
19976;DEPRECATED;অবচিত;Abacita;null
19977;DEPUTATION;প্রতিনিধিত্ব;Pratinidhitba;null
19978;DIPHTHONG;সন্ধিস্বরধ্বনি;Sandhisbaradhbani;null
19979;DIPLOMAS;ডিপ্লোমা;Ḍiplōmā;null
19980;DHOTIS;ধুতি;Dhuti;null
19981;DISCOURAGING;নিরুৎসাহিত;Niruṯsāhita;["ENCOURAGING"]
19982;DICES;পাশা;Pāśā;null
19983;DIFFICULTIES;অসুবিধা;Asubidhā;null
19984;DEPICT;বর্ণা করা;Barṇā karā;null
19985;DEPORTATION;নির্বাসন;Nirbāsana;null
19986;DESIGNATED;মনোনীত;Manōnīta;null
19987;DESPOILMENT;হরণ;Haraṇa;null
19988;DEVALUED;মূল্যহ্রাস করা;Mūlyahrāsa karā;null
19989;DILATATOR;বর্ধক;Bardhaka;null
19990;DERVISHES;দরবেশ;Darabēśa;null
19991;DIOCESE;বিশপের এলাকা;Biśapēra ēlākā;null
19992;DESALINATION;নির্লবণীকরণ;Nirlabaṇīkaraṇa;null
19993;DESPERATE;দুর্দান্ত;Durdānta;["CALM"]
19994;DESPOILING;হরণ করিয়া লত্তয়া;null;null
19995;DESERVEDLY;সমীচীনভাবে;Samīcīnabhābē;null
19996;DETAILING;বিস্তারিত বিবরণ;Bistārita bibaraṇa;null
19997;DESIROUS;অভিলাষী;Abhilāṣī;["UNDESIROUS"]
19998;DETRUDE;ফেলিয়া দেত্তয়া;Phēliẏā dēttaẏā;null
19999;DETRACTIVE;মানহানিকর;Mānahānikara;null
20000;DETONATING;বিস্ফোরক;Bisphōraka;null
20001;DETACHING;বিচ্ছিন্ন;Bicchinna;["ATTACH"]
20002;DEVOUTNESS;ধর্মপ্রাণতা;Dharmaprāṇatā;null
20003;DISCARDABLE;এবং সময়সাপেক্ষ;Ēbaṁ samaẏasāpēkṣa;null
20004;DISCLOSURE;প্রকাশ;Prakāśa;null
20005;DISCIPLESHIP;শাগরেদি;Śāgarēdi;null
20006;DIAGNOSING;নির্ণয়ের;Nirṇaẏēra;null
20007;DISDAINING;ঘৃণা করা;Ghr̥ṇā karā;null
20008;DISCREPANT;বিরূদ্ধ;Birūd'dha;null
20009;DIALLING;ডায়াল করা;Ḍāẏāla karā;null
20010;DISCREDITING;সুনামহানি করা;Sunāmahāni karā;["BELIEVE","REPUTE"]
20011;DISHY;চটকদার;Caṭakadāra;["UNATTRACTIVE"]
20012;DISCREETEST;বিচক্ষণ;Bicakṣaṇa;null
20013;DISCLAIM;অস্বীকার করা;Asbīkāra karā;["CLAIM"]
20014;DISHARMONIOUS;অসঙ্গতিপূর্ণ;Asaṅgatipūrṇa;null
20015;DISHEVELS;আলান;Ālāna;null
20016;DISCONTINUITIES;হাঁকডাক;Hām̐kaḍāka;null
20017;DISGRACEFUL;মর্যাদাহানিকর;Maryādāhānikara;["HONOURABLE"]
20018;DIFFIDENT;অবিশ্বাসী;Abiśbāsī;["BRASH"]
20019;DICTATOR;একনায়ক;Ēkanāẏaka;null
20020;DISAFFECTED;বীতরাগ;Bītarāga;null
20021;DEPRECIATIONS;অবচয়;Abacaẏa;["APPRECIATION"]
20022;DIMNESSES;নিষ্প্রভতা;Niṣprabhatā;null
20023;DHURRIES;শতরঁচি;Śataram̐ci;null
20024;DISALLOWANCES;অননুমোদন;null;null
20025;DISAPPOINTED;হতাশ;Hatāśa;["SATISFIED"]
20026;DIELECTRIC;অস্তরক;Astaraka;["CONDUCTOR"]
20027;DEPREDATE;লুণ্ঠন করা;Luṇṭhana karā;null
20028;DETRUNCATED;কর্তন করা;null;null
20029;DEVIOUS;আঁকাবাঁকা;Ām̐kābām̐kā;["STRAIGHTFORWARD"]
20030;DISARRAY;ছত্রভঙ্গ;Chatrabhaṅga;["ORDER"]
20031;DEPREDATED;লুণ্ঠন করা;Luṇṭhana karā;null
20032;DIPLOMATES;কূটনীতিক;Kūṭanītika;null
20033;DESTROYED;ধ্বংসপ্রাপ্ত;Dhbansaprāpta;["PRESERVED"]
20034;DISAPPROBATORY;অননুমোদনাত্মক;Ananumōdanātmaka;null
20035;DILUTES;পাতলা;Pātalā;["UNDILUTED"]
20036;DESCENDANTS;উত্তরপুরূষ;Uttarapurūṣa;null
20037;DIMMING;ডিমিং;Ḍimiṁ;null
20038;DETOXIFYING;একেবারে ঠিক;Ēkēbārē ṭhika;null
20039;DIABETOLOGIST;ডায়াবেটলজিস্ট;Ḍāẏābēṭalajisṭa;null
20040;DESCENDER;মেয়েকে;Mēẏēkē;null
20041;DESICCATED;শুকিয়ে নেওয়া;Śukiẏē nē'ōẏā;["FRESH"]
20042;DISCOMMODED;অসুবিধায় ফেলা;Asubidhāẏa phēlā;null
20043;DEPENDENCY;বশ্যতা;Baśyatā;null
20044;DEPRAVING;দূষিত করা;Dūṣita karā;null
20045;DERRICK;ভার - উত্তোলন যন্ত্র;Bhāra - uttōlana yantra;null
20046;DINTS;আঘাত;Āghāta;null
20047;DESPOTIC;সার্বভৌম;Sārbabhauma;["DEMOCRATIC"]
20048;DETECTABLE;নির্ধারণযোগ্য;Nirdhāraṇayōgya;null
20049;DIARIZES;দিনলিপি লেখা;Dinalipi lēkhā;null
20050;DIFFERENCING;ডিফারেন্সিং;Ḍiphārēnsiṁ;null
20051;DILUENTS;দ্রাবক;Drābaka;null
20052;DEPRAVITIES;নৈতিক বিচু্যতি;null;null
20053;DESERVES;দাবী;Dābī;null
20054;DEVIATORS;লামিন উপাধি অর্থহীন হোয়ে;Lāmina upādhi arthahīna hōẏē;null
20055;DERIVE;আহরণ করা;Āharaṇa karā;null
20056;DIMINISHES;কমা;Kamā;null
20057;DIP;চোবান;Cōbāna;["RISE"]
20058;DESPONDENCY;হতাশা;Hatāśā;["CHEERFULNESS"]
20059;DISAGREEABLE;বিসদৃশ;Bisadr̥śa;["AGREEABLE"]
20060;DISCONTINUES;বন্ধ করে;Bandha karē;["CONTINUE"]
20061;DIELECTRICS;অস্তরক;Astaraka;["CONDUCTOR"]
20062;DERMAL;চার্ম;Cārma;null
20063;DERRY;ডেরি;Ḍēri;null
20064;DISABUSE;ভ্রান্ত ধারণাদি হইতে মুক্ত করা;Bhrānta dhāraṇādi ha'itē mukta karā;["DECEIVE"]
20065;DESIRABLY;বীজ বপন;Bīja bapana;null
20066;DI;দ্বি;Dbi;null
20067;DISANNULLING;কাটিয়া করা;Kāṭiẏā karā;null
20068;DICTATION;প্রেরণা;Prēraṇā;null
20069;DINGY;মলিন;Malina;["CLEAN"]
20070;DIRECTORSHIPS;নির্দেশপূর্ণ;Nirdēśapūrṇa;null
20071;DESPAIRED;নিরাশ;Nirāśa;["HOPE"]
20072;DIATRIBE;গালিগালাজ;Gāligālāja;null
20073;DEPRESSIVELY;ব্যাস্ত হয়ে;Byāsta haẏē;null
20074;DEPUTE;প্রেরণ করা;Prēraṇa karā;null
20075;DEVIATING;মেরিট;Mēriṭa;["SIMILAR"]
20076;DISFAVORED;অপছন্দ করা;Apachanda karā;["ADVANTAGE"]
20077;DISILLUSIONING;ঝরার মাঝেই বাস থেমে;Jharāra mājhē'i bāsa thēmē;null
20078;DEPORTS;ফেরত;Phērata;["REPATRIATE"]
20079;DEPLORABLY;শোচনীয়ভাবে;Śōcanīẏabhābē;null
20080;DEPOSE;পদচু্যত করা;Padacuyata karā;["INSTALL"]
20081;DEPRECIATING;ক্ষয়কারক;Kṣaẏakāraka;null
20082;DEPRESS;দমান;Damāna;["ELATE"]
20083;DISABUSED;ভ্রান্ত ধারণাদি হইতে মুক্ত করা;Bhrānta dhāraṇādi ha'itē mukta karā;null
20084;DESIRERS;অর্থী;Arthī;null
20085;DESPOTISMS;শাসন;Śāsana;null
20086;DESTABILISE;অস্থিতিশীল;Asthitiśīla;["STABILISE","STABILIZE"]
20087;DETAILS;বিস্তারিত;Bistārita;null
20088;DEXTER;ডানদিকের;Ḍānadikēra;null
20089;DEXTEROUS;পারক;Pāraka;["CLUMSY"]
20090;DIAMETERS;পরিধির;Paridhira;null
20091;DISEMBROILED;কলহমুক্ত করা;Kalahamukta karā;null
20092;DISEMBARKS;তীরে ভিড়ান;Tīrē bhiṛāna;["EMBARK"]
20093;DISEMBROILING;কলহমুক্ত করা;Kalahamukta karā;null
20094;DISCUSSION;আলোচনা;Ālōcanā;null
20095;DISBURSAL;এফবিসিসিআই;Ēphabisisi'ā'i;null
20096;DIADEMS;উষ্ণীষ;Uṣṇīṣa;null
20097;DIALOG;সংলাপ;Sanlāpa;null
20098;DISCROWNING;সিংহাসনচু্যত করা;Sinhāsanacuyata karā;null
20099;DISCANT;শিখতে;Śikhatē;null
20100;DIALYSIS;ডায়ালিসিস;Ḍāẏālisisa;null
20101;DISCOURSE;বক্তৃতা;Baktr̥tā;null
20102;DISCROWNS;সিংহাসনচু্যত করা;Sinhāsanacuyata karā;null
20103;DISCOVERIES;আবিষ্কারের;Ābiṣkārēra;null
20104;DIAGNOSES;নির্ণয়ের;Nirṇaẏēra;null
20105;DIALLER;ডায়ালার;Ḍāẏālāra;null
20106;DISBURSEMENTS;গুণগত;Guṇagata;null
20107;DISCOVERING;আবিষ্কার;Ābiṣkāra;null
20108;DISCOMMODITY;আরামহীনতা;Ārāmahīnatā;null
20109;DIARRHOEAL;ডায়রিয়া;Ḍāẏariẏā;null
20110;DISFORESTING;বনহীন করা;Banahīna karā;null
20111;DIESEL;ডিজেল;Ḍijēla;null
20112;DILATATION;বিয়েতে;Biẏētē;null
20113;DILEMMAS;দ্বিধা;Dbidhā;null
20114;DISCONTINUITY;অপ্রচলন;Apracalana;["CONTINUITY"]
20115;DISFEATURING;আকৃতি বিকৃত করা;Ākr̥ti bikr̥ta karā;null
20116;DIDDLED;প্রতারণা করা;Pratāraṇā karā;null
20117;DIHEDRON;দ্বিতলকোণ;Dbitalakōṇa;null
20118;DIARCHY;দ্বৈতশাসন;Dbaitaśāsana;null
20119;DIFFERENTIAL;পার্থক্যমুলক;Pārthakyamulaka;null
20120;DILATATORS;বর্ধক;Bardhaka;null
20121;DISCOUNTS;ডিসকাউন্ট;Ḍisakā'unṭa;null
20122;DINKY;ফুটফুটে;Phuṭaphuṭē;null
20123;DETAILED;বিশদ;Biśada;["SKETCHY"]
20124;DETRAINED;তীরে ভিড়ান;Tīrē bhiṛāna;null
20125;DISARTICULATE;বিচ্ছিন্ন করা;Bicchinna karā;null
20126;DISENTITLE;বঞ্চিত;Bañcita;null
20127;DISGUISED;ছদ্ম;Chadma;["OVERT"]
20128;DICTATED;হুকুম করা;null;null
20129;DEPUTES;প্রেরণ করা;Prēraṇa karā;null
20130;DEREGISTER;ডি;Ḍi;null
20131;DERMIC;চার্ম;Cārma;null
20132;DISAPPROBATIVE;অননুমোদনাত্মক;Ananumōdanātmaka;null
20133;DIETS;খাদ্য;Khādya;null
20134;DIGRESSED;সিয়াম হেসে উড়িয়ে;Siẏāma hēsē uṛiẏē;null
20135;DESIGNATION;উপাধি;Upādhi;null
20136;DESPAIRINGLY;হতাশ হয়ে;Hatāśa haẏē;["HOPEFULLY"]
20137;DETAINABLE;কর্তৃপক্ষ;Kartr̥pakṣa;null
20138;DEUCEDLY;বিভ্রান্তিকররূপে;Bibhrāntikararūpē;null
20139;DHARMAS;নিরঁজন;Niram̐jana;null
20140;DIAPHRAGMATIC;মধ্যচ্ছদা - সংক্রান্ত;Madhyacchadā - saṅkrānta;null
20141;DISGRACING;অপমানজনক;Apamānajanaka;null
20142;DIFFERS;পৃথক;Pr̥thaka;["AGREE","EQUAL"]
20143;DIGESTIBILITY;হজমসাধ্যতা;Hajamasādhyatā;null
20144;DEPOPULATES;জনশূন্য করা;Janaśūn'ya karā;null
20145;DESENSITIZE;সুবেদিতা হ্রাস করা;Subēditā hrāsa karā;["SENSITISE","SENSITIZE"]
20146;DEVONIAN;ডেবোনের;Ḍēbōnēra;null
20147;DISARRAYS;ছত্রভঙ্গ;Chatrabhaṅga;["ORDER"]
20148;DIARIZED;দিনলিপি লেখা;Dinalipi lēkhā;null
20149;DIFFIDENCE;অবিশ্বাস;Abiśbāsa;["CONFIDENCE"]
20150;DILETTANTI;কাব্য-সঙ্গীত চার্কলার অনুরাগী;null;null
20151;DEPRAVATION;দূষিতা;Dūṣitā;null
20152;DIRECTEST;ভাঙ্গা চেয়ারে;Bhāṅgā cēẏārē;null
20153;DESCRIPTIVE;বর্ণনামূলক;Barṇanāmūlaka;["PRESCRIPTIVE"]
20154;DEXTRINS;ডেক্ষত্রীন;Ḍēkṣatrīna;null
20155;DIGESTS;সারসংগ্রহ;Sārasaṅgraha;null
20156;DIGNITARIES;বিশিষ্ট;Biśiṣṭa;null
20157;DEPRECIATION;অবচয়;Abacaẏa;["APPRECIATION"]
20158;DERIDING;আখ্যা দিয়ে;Ākhyā diẏē;null
20159;DESERVER;দুজনের উপর;Dujanēra upara;null
20160;DISCOMMODES;অসুবিধায় ফেলা;Asubidhāẏa phēlā;null
20161;DILETTANTISM;পল্লবগ্রাহিতা;Pallabagrāhitā;null
20162;DEPUTISES;প্রেরণ করা;Prēraṇa karā;null
20163;DETER;নিরস্ত করা;Nirasta karā;["PERSUADE"]
20164;DISAFFIRMING;অননুমোদন করা;null;null
20165;DICKEY;গাধা;Gādhā;null
20166;DERMS;ত্বক্;null;null
20167;DISARTICULATES;পৃথক্ করা;Pr̥thak karā;null
20168;DEPREDATORS;ডাকাত;Ḍākāta;null
20169;DEPTH;গভীরতা;Gabhīratā;["HEIGHT"]
20170;DIMENSIONED;মাত্রাযুক্ত;Mātrāyukta;null
20171;DESPOTISM;স্বৈরতন্ত্র;Sbairatantra;["DEMOCRACY"]
20172;DETERIORATION;ক্ষয়;Kṣaẏa;["IMPROVEMENT"]
20173;DETRITUS;রাবিশ;Rābiśa;null
20174;DISCOUNTENANCES;অপ্রতিভ করা;null;null
20175;DILEMMA;উভয়সঙ্কট;Ubhaẏasaṅkaṭa;null
20176;DEPOSITARIES;পিএসসি;Pi'ēsasi;null
20177;DERING;সোহরাওয়ার্দী হাসপাতালে;Sōharā'ōẏārdī hāsapātālē;null
20178;DESECRATOR;অপবিত্রকারী;Apabitrakārī;null
20179;DESICCATOR;শোষকাধার;Śōṣakādhāra;null
20180;DETERMINISM;নিয়তিবাদ;Niẏatibāda;null
20181;DISADVANTAGES;অসুবিধেও;Asubidhē'ō;["ADVANTAGE"]
20182;DISARRANGEMENT;চরম সর্বনাশ;Carama sarbanāśa;null
20183;DILTIAZEM;প্রত্যেক পশ্চাতে;Pratyēka paścātē;null
20184;DIMENSION;মাত্রা;Mātrā;null
20185;DEPRECATING;বিনয়ী;Binaẏī;null
20186;DIPLOMATA;ডিপ্লোমা;Ḍiplōmā;null
20187;DIRTIER;মলিন;Malina;null
20188;DESIRER;অর্থী;Arthī;null
20189;DISAPPROVING;অনভিলাষী;Anabhilāṣī;null
20190;DIARRHEAL;ডায়রিয়া;Ḍāẏariẏā;null
20191;DIFFERENTIATING;পার্থক্য;Pārthakya;null
20192;DISILLUSIONED;মোহমুক্ত;Mōhamukta;null
20193;DISILLUSIONIZES;মোহমুক্তি করা;Mōhamukti karā;null
20194;DEPLETED;হ্রাসপ্রাপ্ত;Hrāsaprāpta;["HIGH"]
20195;DEREGULATION;অপ্রবিধানের;Aprabidhānēra;null
20196;DIRECTORSHIP;নির্দেশপূর্ণ;Nirdēśapūrṇa;null
20197;DIRECTIVES;নির্দেশ;Nirdēśa;null
20198;DIODES;ডিত্তড;Ḍittaḍa;null
20199;DESIGNATE;ঠাওরান;Ṭhā'ōrāna;null
20200;DESIGNLESS;এই দেশের;Ē'i dēśēra;null
20201;DESPERATIONS;হতাশা;Hatāśā;null
20202;DESPOLIATIONS;হরণ;Haraṇa;null
20203;DETESTATIONS;অতিশয়তা;null;null
20204;DETHRONING;দেশমাতা;Dēśamātā;null
20205;DETERMINISTIC;নিয়ন্ত্রণবাদী;Niẏantraṇabādī;null
20206;DEVITALIZE;হীনবল করা;Hīnabala karā;["VITALIZE"]
20207;DETRUNCATING;কর্তন করা;null;null
20208;DISAFFILIATION;ইন্ষ্টিটিউটের;Inṣṭiṭi'uṭēra;null
20209;DISAPPROVINGLY;চলের বিপরীত;Calēra biparīta;["APPROVINGLY"]
20210;DISBURSE;নির্বাহ করা;Nirbāha karā;null
20211;DISCLOSURES;প্রকাশ;Prakāśa;null
20212;DIACRITICAL;বৈশিষ্ট্যসূচক;Baiśiṣṭyasūcaka;null
20213;DISCARD;অগ্রাহ্য করা;Agrāhya karā;["KEEP"]
20214;DISCOURTESY;অভদ্রতা;Abhadratā;["COURTESY"]
20215;DISEASES;রোগ;Rōga;null
20216;DISCIPLESHIPS;শাগরেদি;Śāgarēdi;null
20217;DISCERNMENT;বুদ্ধিবৃত্তি;Bud'dhibr̥tti;null
20218;DISCREDITS;সুনামহানি করা;Sunāmahāni karā;["BELIEVE","REPUTE"]
20219;DIALOGIC;কথোপকথনিক;Kathōpakathanika;null
20220;DISCRIMINATELY;শান্তি চায়নি;Śānti cāẏani;null
20221;DISBURDENED;ভারমুক্ত করা;Bhāramukta karā;["BURDEN"]
20222;DISHEVELLED;অপরিচ্ছন্ন;Aparicchanna;["NEAT"]
20223;DISCLOSE;প্রকাশ করা;Prakāśa karā;["CONCEAL"]
20224;DISCRETION;বিচক্ষণতা;Bicakṣaṇatā;null
20225;DISCOURAGES;আত্মবিশ্বাসহীন করা;null;["ENCOURAGE"]
20226;DIGESTING;পরিপাকের;Paripākēra;null
20227;DIETARY;খাদ্যের বরাদ্দ;Khādyēra barādda;null
20228;DEPOPULATION;জনশূন্যতা;Janaśūn'yatā;null
20229;DESIRABLENESS;কাম্যতা;Kāmyatā;["UNDESIRABILITY"]
20230;DESPITES;সত্বেও;Satbē'ō;null
20231;DETESTABLE;ঘৃণ্য;Ghr̥ṇya;["LOVABLE"]
20232;DISFAVOURS;অপছন্দ করা;Apachanda karā;["ADVANTAGE"]
20233;DERIDE;উপহাস করা;Upahāsa karā;["APPROVE"]
20234;DINNERS;নৈশভোজনের;Naiśabhōjanēra;null
20235;DETERGENTS;ডিটারজেন্ট;Ḍiṭārajēnṭa;null
20236;DEVOLVES;মাতা ইচ্ছা;Mātā icchā;["RECUPERATE"]
20237;DISCOMPOSING;অস্থির করা;Asthira karā;null
20238;DICOTYLEDONS;দ্বিবীজপত্রী;Dbibījapatrī;null
20239;DILATE;বিস্তৃত করা;Bistr̥ta karā;["CONTRACT"]
20240;DINT;অনুবল;Anubala;null
20241;DISASSOCIATE;বিচ্ছিন্ন;Bicchinna;null
20242;DISCONCERTED;বিভ্রান্ত;Bibhrānta;["CALM"]
20243;DEPICTION;চিত্রাঙ্কন;Citrāṅkana;null
20244;DEPRESSOR;অত্যাচারকারী;Atyācārakārī;null
20245;DESCANTED;গান গাত্তয়া;null;null
20246;DIOXIDES;দ্ব্যণুক অক্সাইডবিশেষ;null;null
20247;DISASSOCIATES;ধন্যবাদ বন্ধু;Dhan'yabāda bandhu;null
20248;DEPENDENCIES;নির্ভরতা;Nirbharatā;null
20249;DIREST;ভয়ানক;Bhaẏānaka;null
20250;DESKILLED;আমার আপত্তি;Āmāra āpatti;null
20251;DESPISE;অবজ্ঞা করা;Abajñā karā;["ADMIRE"]
20252;DETERMINED;নির্ধারিত;Nirdhārita;["UNDETERMINED"]
20253;DEVELOPMENTAL;বিবর্তনশীল;Bibartanaśīla;null
20254;DIAPERING;বুটি তোলা;null;null
20255;DIOXIN;ডাইঅক্সিন;Ḍā'i'aksina;null
20256;DETAIL;বিশদ;Biśada;null
20257;DHURRIE;শতরঁচি;Śataram̐ci;null
20258;DISAPPROVAL;অসমর্থন;Asamarthana;["APPROVAL"]
20259;DIOPTRE;ডিত্তপ্তর;Ḍittaptara;null
20260;DIPLOMATICS;সনন্দ প্রাচীন লিপির পাঠোদ্ধারবিদ্যা;Sananda prācīna lipira pāṭhōd'dhārabidyā;["UNDIPLOMATIC"]
20261;DISACCORD;অসত্য বলিয়া ঘোষণা;Asatya baliẏā ghōṣaṇā;["AGREE"]
20262;DISASTER;দুর্যোগ;Duryōga;["SUCCESS"]
20263;DISCOS;ডীস্কো;Ḍīskō;null
20264;DISENTANGLING;পাক খোলা;Pāka khōlā;null
20265;DILATANT;প্রসারিত;Prasārita;null
20266;DEPRAVED;চরিত্রহীন;Caritrahīna;["RIGHTEOUS"]
20267;DERAILED;লাইন চ্যুত হত্তযা;null;null
20268;DIOPTRES;ডিত্তপ্তর;Ḍittaptara;null
20269;DESPATCHING;প্রেরক;Prēraka;null
20270;DETERIORATING;অধোগামী;Adhōgāmī;["GROWING"]
20271;DISFEATURED;আকৃতি বিকৃত করা;Ākr̥ti bikr̥ta karā;null
20272;DILDOS;ডিলডো;Ḍilaḍō;null
20273;DEPLETE;গ্রাস করা;Grāsa karā;["INCREASE"]
20274;DINARS;দিনার;Dināra;null
20275;DESIGNEE;মেনানীত;Mēnānīta;null
20276;DESTINE;ধার্য করা;Dhārya karā;null
20277;DESTRUCTOR;বিনাশকারী;Bināśakārī;null
20278;DETECTS;সনাক্ত;Sanākta;null
20279;DEWORMED;কৃমির ওষুধ;Kr̥mira ōṣudha;null
20280;DISALLOWS;অনুমতি না দেত্তয়া;null;["ALLOW","PERMIT"]
20281;DISAPPROVED;অনভিপ্রেত;Anabhiprēta;["APPROVED"]
20282;DISCONTINUING;বিচ্ছিন্ন;Bicchinna;null
20283;DIES;ডাইস;Ḍā'isa;["BE BORN"]
20284;DILAPIDATING;ক্ষয় করা;Kṣaẏa karā;null
20285;DESIRED;আকাঙ্ক্ষিত;Ākāṅkṣita;["UNDESIRABLE"]
20286;DETECTION;আবিষ্কার;Ābiṣkāra;["CONCEALMENT"]
20287;DEPICTURES;বর্ণা করা;Barṇā karā;null
20288;DIMS;অনুজ্বল করা;null;["BRIGHTEN","FOCUS"]
20289;DIPTEROUS;দুই - পক্ষযুক্ত;Du'i - pakṣayukta;null
20290;DIDACTIC;নীতিমূলক;Nītimūlaka;null
20291;DEPOSIT;আমানত;Āmānata;["DISLODGE","WITHDRAW"]
20292;DEPRECIATED;অবচিত;Abacita;null
20293;DERM;চামড়া;Cāmaṛā;null
20294;DEPRIVATIONS;পদাবনতি;Padābanati;null
20295;DERISIVE;উপহাস্য;Upahāsya;["APPROVING"]
20296;DIMWIT;জড়ধী;Jaṛadhī;null
20297;DEROGATED;খর্ব করা;Kharba karā;null
20298;DISABLE;অক্ষম;Akṣama;["ENABLE"]
20299;DESIGN;নকশা;Nakaśā;null
20300;DESCRIBING;বর্ণনা;Barṇanā;null
20301;DESCRIPTION;বিবরণ;Bibaraṇa;null
20302;DESPISER;অবজ্ঞা;Abajñā;null
20303;DETAINED;আটক;Āṭaka;["FREE","RUSH"]
20304;DEVALUATION;অবমূল্যায়ন;Abamūlyāẏana;["INFLATION"]
20305;DEVOCALIZES;বধির করা;Badhira karā;null
20306;DEVIOUSNESS;ঘোরানতা;Ghōrānatā;null
20307;DISAFFORESTED;বনহীন করা;Banahīna karā;null
20308;DISAGREEING;নারাজ;Nārāja;["AGREE"]
20309;DISBURDENING;ভারমুক্ত করা;Bhāramukta karā;["BURDEN"]
20310;DISCLOSING;প্রকাশক;Prakāśaka;null
20311;DISCOID;চাকা;Cākā;null
20312;DIALECTS;উপভাষায়;Upabhāṣāẏa;null
20313;DIAMETRAL;ব্যাসরেখা - সম্বন্ধীয়;Byāsarēkhā - sambandhīẏa;null
20314;DISCOURSED;উপদেশ দেওয়ার;Upadēśa dē'ōẏāra;null
20315;DISENGAGED;অপ্রবৃত্ত;Aprabr̥tta;["ATTACHED"]
20316;DISCRETELY;বিযুক্তভাবে;Biyuktabhābē;null
20317;DIAGNOSED;ধরা;Dharā;null
20318;DISEMBODY;বিমূর্ত করা;Bimūrta karā;null
20319;DIACONAL;অংশ নাযিল;Anśa nāyila;null
20320;DISCRETIONARY;বিবেচনামূলক;Bibēcanāmūlaka;["MANDATORY"]
20321;DISBUDDED;মুকুলশূন্য করা;Mukulaśūn'ya karā;null
20322;DISHONESTY;অসাধুতা;Asādhutā;["HONESTY"]
20323;DISCONNECT;বিযুক্ত করা;Biyukta karā;["CONNECT"]
20324;DISCOMMENDS;সমালোচনা করা;Samālōcanā karā;null
20325;DIARIST;দিনলিপিকার;Dinalipikāra;null
20326;DIFFERENCE;পার্থক্য;Pārthakya;["SAMENESS"]
20327;DIGITALIZATION;ডিজিটাল;Ḍijiṭāla;null
20328;DISFRANCHISED;ভোটাধিকার হরন করা;Bhōṭādhikāra harana karā;["ENFRANCHISED"]
20329;DIDACTICISMS;নীতিমূলক্ষা দিবার চেষ্ঠা;Nītimūlakṣā dibāra cēṣṭhā;null
20330;DERISORY;উপহাস্য;Upahāsya;["GENEROUS"]
20331;DINUCLEOTIDE;লিপোপ্রোটিন;Lipōprōṭina;null
20332;DESCENT;গোত্র;Gōtra;["ASCENT"]
20333;DESPATCHERS;ডেস্প্যাচার;Ḍēspyācāra;null
20334;DESPONDENCES;নৈরাশা;Nairāśā;null
20335;DISCONNECTION;অযুক্তি;Ayukti;null
20336;DICKERS;পণ্যবিনিময়-প্রথা;null;null
20337;DILLY;ঘুরিয়া;Ghuriẏā;null
20338;DIRECTED;পরিচালিত;Paricālita;null
20339;DETECTIVES;গোয়েন্দাদের;Gōẏēndādēra;null
20340;DIFFUSES;ছড়াইয়া দেত্তয়া;null;["HARD"]
20341;DEPUTIES;ডেপুটি;Ḍēpuṭi;null
20342;DERMATIC;ত্বক্ - সংক্রান্ত;Tbak - saṅkrānta;null
20343;DETONATIONS;ডেটোনেশন;Ḍēṭōnēśana;null
20344;DETRACTORY;মানহানিকর;Mānahānikara;null
20345;DILATORINESS;ঢিমেতেতালা;Ḍhimētētālā;null
20346;DIMES;দশ সেণ্টের রৌপ্যমুদ্র্রা;null;null
20347;DINNERWARE;ডিনার;Ḍināra;null
20348;DIRECTOR;পরিচালক;Paricālaka;null
20349;DETEST;ঘৃণা করা;Ghr̥ṇā karā;["LOVE"]
20350;DISALLOW;অনুমতি না দেওয়া;Anumati nā dē'ōẏā;["ALLOW","PERMIT"]
20351;DISCOMMODE;অসুবিধায় ফেলা;Asubidhāẏa phēlā;null
20352;DISCONSOLATE;আশাহত;Āśāhata;["CONSOLABLE"]
20353;DISGUST;বিতৃষ্ণা;Bitr̥ṣṇā;["ATTRACTION"]
20354;DICT;অভি;Abhi;null
20355;DEPOLARIZE;মেরুহরণ করা;Mēruharaṇa karā;null
20356;DESALTING;লবণমুক্ত করা;Labaṇamukta karā;null
20357;DIPSOMANIA;অত্যধিক সুরাসক্তি;Atyadhika surāsakti;null
20358;DETERGING;পরিষ্কার করা;Pariṣkāra karā;null
20359;DIFFERENTIA;পার্থক্য;Pārthakya;null
20360;DILATORY;দীর্ঘসূত্রী;Dīrghasūtrī;["PROMPT"]
